,Initial_Reserve_Amount,Primary_Cause_of_Accident,Claimant_Age,Initial_Class_of_Claim,Repairable_Flag,Total_Loss_Flag,Claimant_State,Minor_Involved,Days_to_Int_Reserve_since_FNOL,Primary_Accident_Description,Initial_Attorney_Involvement,Total_People_Involved,Non_Drivable_Flag,Number_of_Injuries,Rate_Class,Hospital_Visit,Vehicle_Type,Pedestrian_Involvement,Combined_BI_Limits,Performance_Vehicle,Claimant_Injuries
3278,9058,1,62,2,1,0,0,0,18,2,0,1,0,2,1,0,1,0,25000,0,2.0
2775,39972,1,49,0,0,0,3,0,25,0,0,1,1,3,1,0,2,0,100000,0,0.0
3010,26628,3,40,1,0,0,2,0,7,1,1,3,0,4,2,0,3,0,50000,0,1.0
1774,14417,0,72,0,1,0,4,0,8,1,1,2,0,1,1,0,1,0,100000,0,3.0
2410,38744,3,22,2,0,0,4,0,11,1,0,1,1,3,0,0,3,0,100000,0,2.0
918,18768,0,60,0,1,0,3,0,13,0,1,1,1,4,2,0,3,0,25000,0,2.0
1646,39529,3,18,2,1,0,3,0,23,2,0,3,1,2,0,0,1,0,25000,0,2.0
1026,30239,2,75,1,1,0,0,0,11,2,0,4,1,0,2,0,1,0,50000,0,1.0
1030,36568,2,65,2,0,0,4,0,9,2,1,1,1,2,1,0,0,0,25000,0,2.0
882,32507,3,62,1,1,0,2,0,8,1,0,2,0,1,1,0,1,0,25000,0,2.0
1335,2852,0,49,0,0,0,0,0,8,1,0,4,0,0,1,0,0,0,25000,0,2.0
2722,35898,0,26,0,0,0,1,0,2,0,1,1,1,1,1,0,0,0,50000,0,1.0
2713,41066,3,47,0,1,0,4,0,23,2,1,4,0,0,0,0,1,0,100000,0,2.0
364,21118,0,28,2,1,0,1,0,20,0,1,4,0,3,2,0,1,0,25000,0,1.0
2125,8066,0,52,0,0,0,4,0,26,0,0,2,1,4,2,0,0,0,100000,0,1.0
27,29627,0,22,1,0,0,3,0,17,1,0,4,0,2,2,0,3,0,50000,0,1.0
473,40486,0,27,0,0,0,1,0,17,1,0,1,0,3,1,0,2,0,100000,0,1.0
525,49981,3,47,0,0,0,4,0,11,0,0,4,0,1,2,0,1,0,100000,0,2.0
725,3420,2,25,1,0,0,4,0,27,0,0,2,0,4,0,0,2,0,50000,0,3.0
55,44762,0,27,1,1,0,0,0,14,0,0,1,1,1,0,0,2,0,100000,0,0.0
638,11883,2,32,2,0,0,4,0,10,0,1,4,1,3,1,0,3,0,100000,0,0.0
302,10709,2,23,2,0,0,3,0,16,1,1,2,1,3,1,0,3,0,100000,0,2.0
3195,15150,1,68,1,0,0,2,0,9,0,0,1,0,1,2,0,2,0,100000,0,3.0
1276,47237,0,30,1,1,0,1,0,15,0,0,4,1,1,1,0,0,0,100000,0,2.0
3227,47863,3,44,1,1,0,0,0,9,1,0,4,0,3,2,0,2,0,100000,0,1.0
624,32466,1,76,2,1,0,0,0,23,2,0,3,1,4,2,0,2,0,25000,0,3.0
2055,2461,0,24,0,1,0,0,0,25,0,1,3,0,4,1,0,2,0,50000,0,2.0
1280,24806,3,66,0,1,0,4,0,20,1,0,1,1,4,2,0,0,0,100000,0,1.0
1049,42503,0,55,2,1,0,2,0,7,1,0,4,0,3,1,0,3,0,25000,0,1.0
336,44743,1,77,0,1,0,3,0,5,2,1,4,0,4,1,0,0,0,100000,0,3.0
47,40842,0,25,1,1,0,3,0,19,0,1,2,1,4,2,0,2,0,100000,0,2.0
106,42414,0,54,1,1,0,0,0,22,0,0,3,0,2,1,0,0,0,100000,0,2.0
2397,8337,2,19,1,1,0,0,0,12,0,1,2,1,2,2,0,3,0,25000,0,2.0
1079,30754,1,75,0,0,0,4,0,23,1,1,1,0,4,0,0,1,0,50000,0,2.0
2286,4481,0,35,1,1,0,1,0,17,0,0,2,0,4,2,0,0,0,25000,0,3.0
2261,15716,2,61,2,1,0,3,0,27,2,1,2,1,0,1,0,2,0,50000,0,0.0
1144,9783,3,21,2,0,0,3,0,8,2,0,1,0,2,0,0,3,0,100000,0,2.0
2917,42473,2,35,1,1,0,1,0,16,1,0,4,0,3,1,0,0,0,50000,0,2.0
2296,39187,1,40,2,0,0,2,0,24,1,0,2,0,3,1,0,3,0,25000,0,2.0
1836,12077,0,41,1,1,0,2,0,28,0,0,3,0,2,2,0,3,0,50000,0,2.0
1753,14887,1,71,1,0,0,2,0,18,0,0,2,0,3,2,0,3,0,100000,0,0.0
1101,23752,0,62,1,1,0,4,0,28,1,1,3,0,2,0,0,1,0,25000,0,1.0
1968,9986,2,72,2,0,0,2,0,1,0,1,1,0,4,2,0,3,0,25000,0,2.0
2781,28218,3,48,2,1,0,2,0,15,1,0,4,0,1,2,0,1,0,100000,0,2.0
3362,11429,2,49,2,1,0,4,0,22,0,1,3,0,1,0,0,3,0,50000,0,2.0
523,26712,3,39,0,0,0,3,0,6,2,0,1,0,3,2,0,3,0,100000,0,1.0
2280,29492,2,65,2,1,0,0,0,2,1,0,1,0,3,1,0,2,0,25000,0,2.0
2692,43959,0,71,1,1,0,2,0,5,1,0,4,1,4,0,0,3,0,100000,0,1.0
1428,27086,3,25,2,1,0,2,0,24,2,0,4,0,4,0,0,2,0,100000,0,3.0
2581,42432,3,19,2,1,0,1,0,5,1,1,4,1,2,1,0,3,0,25000,0,2.0
3194,48570,2,51,0,0,0,0,0,11,0,1,1,1,4,0,0,0,0,100000,0,2.0
603,21952,1,42,2,1,0,4,0,5,1,0,2,0,3,2,0,1,0,25000,0,3.0
1489,38958,1,67,0,1,0,1,0,29,2,0,2,0,3,1,0,2,0,25000,0,2.0
3679,8628,2,32,2,1,0,0,0,25,1,0,4,1,3,0,0,3,0,25000,0,2.0
3390,16382,2,38,1,1,0,1,0,18,0,0,1,1,0,0,0,3,0,100000,0,1.0
60,35266,1,33,0,1,0,0,0,27,1,0,3,1,4,2,0,2,0,50000,0,1.0
3369,45769,1,51,1,0,0,4,0,23,2,1,4,1,0,1,0,0,0,25000,0,1.0
671,31207,2,71,1,0,0,4,0,17,0,1,2,0,2,0,0,2,0,50000,0,2.0
92,21432,3,37,0,0,0,1,0,5,1,0,4,1,4,0,0,0,0,100000,0,3.0
666,39841,1,40,0,1,0,2,0,5,0,0,1,0,4,2,0,3,0,25000,0,1.0
1887,36118,3,73,2,1,0,1,0,9,2,1,4,1,3,1,0,2,0,50000,0,2.0
280,18517,0,22,0,1,0,1,0,4,1,0,1,1,3,0,0,2,0,25000,0,3.0
1719,27672,0,52,1,0,0,1,0,9,1,0,2,1,2,2,0,3,0,25000,0,1.0
359,37476,2,70,0,0,0,3,0,15,2,0,1,0,3,2,0,0,0,25000,0,2.0
899,4937,1,26,0,1,0,1,0,4,0,1,2,1,2,0,0,1,0,25000,0,2.0
1935,3827,0,26,1,1,0,3,0,29,2,0,4,1,4,2,0,3,0,100000,0,3.0
1994,7355,2,73,1,1,0,3,0,15,2,0,4,1,0,1,0,3,0,50000,0,0.0
2826,11375,0,77,1,1,0,1,0,23,1,0,3,0,0,1,0,3,0,100000,0,1.0
760,14494,1,42,0,1,0,0,0,17,2,1,4,0,1,0,0,0,0,25000,0,2.0
2158,42489,2,57,0,0,0,4,0,18,1,0,4,0,0,1,0,0,0,25000,0,1.0
3211,39890,2,68,2,1,0,1,0,9,2,0,1,0,0,1,0,1,0,25000,0,2.0
42,45953,1,63,2,1,0,2,0,4,1,0,3,0,0,0,0,0,0,50000,0,1.0
2173,25916,0,76,1,0,0,3,0,21,0,0,3,1,0,2,0,1,0,50000,0,2.0
204,44925,3,49,1,1,0,3,0,11,1,0,3,1,1,1,0,3,0,50000,0,2.0
1473,3245,3,46,1,1,0,3,0,20,2,0,4,0,1,1,0,2,0,50000,0,3.0
2100,30640,3,30,0,0,0,3,0,18,0,0,3,0,1,2,0,2,0,50000,0,2.0
2593,21545,3,40,0,1,0,4,0,6,0,0,1,1,3,0,0,3,0,50000,0,2.0
68,47217,3,62,0,1,0,2,0,3,0,0,2,0,1,0,0,2,0,25000,0,1.0
1875,45035,1,31,2,0,0,4,0,4,0,0,2,0,3,1,0,3,0,100000,0,3.0
2909,17428,1,68,0,1,0,2,0,12,1,1,4,0,0,2,0,2,0,50000,0,1.0
2231,18195,2,18,1,1,0,3,0,19,2,0,4,1,1,1,0,0,0,25000,0,3.0
137,40474,1,35,0,0,0,4,0,21,2,1,3,1,4,0,0,3,0,100000,0,2.0
796,18272,3,52,0,0,0,0,0,7,2,0,4,1,2,2,0,3,0,100000,0,0.0
2180,19980,0,40,1,0,0,2,0,25,0,1,2,0,0,1,0,2,0,50000,0,1.0
2128,17887,0,42,1,1,0,1,0,18,2,1,1,1,4,1,0,2,0,25000,0,2.0
758,46417,1,60,2,1,0,2,0,11,2,0,4,0,3,0,0,1,0,25000,0,2.0
541,4732,1,76,2,0,0,4,0,21,2,1,1,1,2,2,0,2,0,25000,0,2.0
1019,15071,2,52,0,1,0,3,0,15,2,1,4,0,4,1,0,3,0,50000,0,3.0
2800,45678,3,68,0,1,0,0,0,20,1,1,2,0,2,1,0,3,0,100000,0,0.0
165,46452,3,78,0,0,0,1,0,9,2,0,4,1,4,0,0,0,0,50000,0,2.0
248,15183,2,79,2,1,0,2,0,24,0,0,4,0,4,2,0,3,0,50000,0,2.0
1331,6639,1,56,2,0,0,2,0,13,2,1,4,1,2,0,0,2,0,100000,0,1.0
2017,35024,3,60,1,0,0,2,0,11,0,0,1,1,1,2,0,0,0,50000,0,1.0
446,28196,1,49,1,1,0,2,0,25,2,0,1,0,1,2,0,3,0,25000,0,2.0
2482,29256,2,22,0,1,0,2,0,24,0,1,4,0,2,1,0,0,0,25000,0,1.0
1358,26052,0,23,0,1,0,3,0,15,0,1,1,1,2,0,0,2,0,25000,0,3.0
2145,28377,2,76,1,1,0,0,0,11,2,0,3,0,2,2,0,1,0,100000,0,3.0
1329,32278,2,23,0,0,0,4,0,4,2,0,2,0,3,0,0,0,0,50000,0,1.0
2785,49952,3,57,1,1,0,1,0,22,2,0,2,0,0,1,0,0,0,50000,0,2.0
3566,3870,1,63,2,0,0,1,0,18,2,0,2,0,4,2,0,2,0,25000,0,1.0
2150,11089,0,33,1,1,0,3,0,5,2,0,3,0,4,2,0,1,0,100000,0,3.0
434,43582,3,30,1,1,0,3,0,9,1,0,1,0,0,1,0,0,0,25000,0,0.0
2122,40196,2,58,0,0,0,3,0,11,0,1,1,0,3,2,0,1,0,100000,0,1.0
577,43694,0,43,1,1,0,1,0,20,0,0,2,1,1,0,0,0,0,25000,0,3.0
2922,19903,3,46,1,1,0,0,0,6,0,0,2,1,0,2,0,3,0,25000,0,1.0
3361,36511,0,49,2,0,0,4,0,21,2,0,2,1,0,2,0,1,0,25000,0,3.0
2448,31220,3,79,1,0,0,1,0,20,1,0,2,1,1,1,0,3,0,25000,0,1.0
1848,33321,2,54,1,1,0,2,0,9,0,1,4,1,3,0,0,0,0,100000,0,1.0
762,18274,1,38,2,1,0,1,0,21,2,0,2,1,1,1,0,1,0,50000,0,2.0
388,12454,0,36,0,1,0,0,0,15,0,0,4,1,1,1,0,3,0,25000,0,1.0
235,24303,0,30,1,1,0,1,0,25,2,0,3,1,3,0,0,2,0,100000,0,3.0
3192,17982,3,24,1,1,0,2,0,29,2,0,4,1,3,2,0,2,0,50000,0,2.0
1984,2532,2,29,0,1,0,4,0,4,0,0,1,1,4,1,0,1,0,100000,0,2.0
267,1167,1,59,1,1,0,4,0,1,0,0,4,0,2,0,0,3,0,100000,0,2.0
770,40248,1,62,0,1,0,1,0,22,1,0,4,0,1,0,0,3,0,50000,0,1.0
2165,32747,3,25,1,1,0,4,0,19,0,1,4,0,4,2,0,2,0,100000,0,2.0
437,36868,3,54,1,1,0,2,0,16,0,1,3,0,4,0,0,1,0,100000,0,3.0
673,39327,0,31,1,1,0,2,0,25,0,1,3,0,3,2,0,0,0,25000,0,1.0
249,34482,0,35,2,0,0,4,0,12,1,0,1,0,2,2,0,0,0,25000,0,2.0
2201,32506,1,33,2,1,0,4,0,11,2,0,2,0,4,2,0,3,0,100000,0,2.0
1574,45526,1,69,1,1,0,1,0,29,2,0,1,0,4,0,0,3,0,25000,0,1.0
2142,45726,0,62,2,0,0,0,0,1,0,0,4,0,0,1,0,2,0,100000,0,1.0
2081,24076,1,73,1,1,0,2,0,26,0,0,1,1,3,2,0,1,0,100000,0,3.0
3206,43799,1,66,0,1,0,2,0,24,2,0,2,0,1,2,0,3,0,25000,0,2.0
3143,34237,1,57,0,0,0,0,0,18,1,1,3,0,3,0,0,1,0,100000,0,1.0
3359,23744,1,28,0,1,0,3,0,29,2,0,4,1,2,2,0,3,0,100000,0,1.0
448,20316,2,66,2,0,0,2,0,20,0,0,3,0,0,0,0,0,0,25000,0,1.0
1469,45364,1,54,2,1,0,1,0,9,1,0,4,0,3,0,0,2,0,25000,0,0.0
716,21788,2,31,2,1,0,3,0,8,1,0,3,0,2,1,0,1,0,50000,0,2.0
3177,2751,2,63,1,1,0,2,0,11,2,0,3,0,2,1,0,2,0,50000,0,2.0
3625,17721,3,76,0,1,0,4,0,4,2,0,4,0,2,2,0,1,0,25000,0,2.0
2048,807,3,64,2,0,0,1,0,27,2,0,3,1,0,1,0,3,0,25000,0,3.0
1901,22923,1,32,0,1,0,4,0,14,1,0,4,1,4,1,0,2,0,25000,0,2.0
3052,39007,0,40,2,1,0,1,0,5,2,0,4,0,1,1,0,0,0,50000,0,3.0
1168,12031,1,45,2,1,0,0,0,5,1,1,2,0,4,2,0,1,0,100000,0,3.0
82,18843,3,38,1,1,0,2,0,17,0,0,2,1,0,0,0,1,0,25000,0,1.0
3277,47558,1,28,2,1,0,0,0,12,1,1,3,1,0,0,0,1,0,25000,0,0.0
2724,20962,2,65,0,1,0,0,0,24,0,1,1,0,0,2,0,1,0,50000,0,3.0
1460,28672,0,62,1,1,0,3,0,2,0,0,2,0,1,0,0,2,0,100000,0,1.0
2818,10858,2,42,1,1,0,2,0,11,0,0,3,1,0,0,0,0,0,25000,0,2.0
1893,37107,3,55,1,0,0,2,0,26,1,0,2,0,0,2,0,2,0,100000,0,1.0
1668,29840,0,74,1,1,0,2,0,15,1,0,3,1,2,2,0,3,0,50000,0,3.0
2756,9426,3,29,1,1,0,3,0,19,2,0,1,0,0,2,0,3,0,100000,0,2.0
2000,21362,2,64,2,1,0,0,0,23,1,0,4,0,0,0,0,1,0,100000,0,3.0
475,14075,1,31,1,0,0,0,0,3,1,0,1,0,3,0,0,2,0,50000,0,2.0
517,560,2,33,1,1,0,4,0,8,0,0,2,1,0,0,0,3,0,25000,0,2.0
404,35384,2,50,1,1,0,2,0,25,1,1,2,0,1,1,0,0,0,50000,0,2.0
384,17484,1,36,0,1,0,3,0,19,1,0,4,0,2,2,0,3,0,100000,0,3.0
2970,29402,2,33,1,0,0,3,0,7,1,1,3,0,3,0,0,0,0,25000,0,2.0
2152,40031,0,34,2,1,0,0,0,7,0,0,1,0,2,1,0,0,0,50000,0,3.0
1633,44867,2,65,2,0,0,3,0,15,1,0,4,0,2,0,0,3,0,100000,0,1.0
3506,46928,1,67,0,1,0,3,0,12,1,1,4,0,1,1,0,0,0,100000,0,2.0
688,6654,3,62,1,1,0,0,0,20,2,1,1,0,3,0,0,2,0,25000,0,1.0
3173,42612,0,48,0,1,0,3,0,10,2,0,1,0,4,0,0,0,0,25000,0,2.0
1240,31100,3,59,1,1,0,4,0,15,0,1,3,1,0,2,0,3,0,25000,0,3.0
62,39853,3,46,1,1,0,4,0,7,2,0,2,0,0,2,0,2,0,25000,0,2.0
852,26660,0,67,2,1,0,0,0,22,0,1,3,1,0,0,0,1,0,100000,0,1.0
3371,21125,2,37,2,1,0,4,0,17,0,0,2,0,2,1,0,3,0,25000,0,1.0
3026,28412,3,34,2,1,0,3,0,16,0,0,1,1,4,1,0,1,0,25000,0,3.0
1262,27505,1,25,0,0,0,0,0,13,0,1,2,1,2,0,0,1,0,50000,0,3.0
223,37997,0,30,0,1,0,0,0,25,0,0,4,0,0,1,0,0,0,50000,0,2.0
2193,2381,2,60,0,1,0,2,0,29,1,0,3,1,1,0,0,0,0,25000,0,3.0
373,41252,1,18,1,1,0,3,0,5,1,0,1,1,3,2,0,2,0,25000,0,2.0
1824,27697,0,71,2,1,0,0,0,24,1,1,2,0,4,2,0,0,0,100000,0,1.0
3101,43833,1,64,0,1,0,2,0,23,1,1,2,1,0,2,0,2,0,100000,0,2.0
3518,33237,0,37,0,1,0,1,0,21,0,1,2,1,4,1,0,3,0,50000,0,2.0
3179,32346,1,78,1,0,0,2,0,22,2,0,4,0,4,2,0,3,0,25000,0,2.0
3288,43929,1,71,1,1,0,3,0,28,0,0,2,1,1,1,0,1,0,100000,0,2.0
2871,23621,0,68,1,1,0,2,0,9,2,0,3,0,2,0,0,1,0,100000,0,3.0
9,4390,1,73,0,1,0,4,0,24,2,1,1,0,2,2,0,1,0,50000,0,2.0
2497,40525,0,65,1,1,0,2,0,14,1,0,3,1,4,2,0,2,0,100000,0,3.0
1944,34814,3,44,1,1,0,2,0,29,0,1,1,0,0,1,0,0,0,100000,0,2.0
1838,44886,0,40,0,1,0,3,0,1,0,1,1,0,0,1,0,0,0,50000,0,1.0
708,26515,2,47,1,1,0,1,0,1,0,1,3,0,4,1,0,2,0,50000,0,2.0
255,2605,0,79,1,1,0,3,0,18,2,1,3,0,0,2,0,3,0,25000,0,1.0
1617,19408,1,36,2,0,0,1,0,22,2,0,4,0,0,2,0,1,0,50000,0,2.0
389,8304,0,70,1,1,0,4,0,21,1,0,4,0,0,0,0,3,0,25000,0,0.0
1581,23655,0,60,1,1,0,3,0,11,1,0,3,0,4,1,0,1,0,25000,0,2.0
924,45436,3,26,1,0,0,2,0,8,0,0,2,0,2,2,0,0,0,50000,0,1.0
3400,10003,2,32,0,0,0,4,0,21,1,0,4,0,4,1,0,2,0,100000,0,1.0
2895,41714,0,62,0,1,0,1,0,14,0,1,2,1,1,2,0,2,0,50000,0,3.0
2508,18561,0,32,0,1,0,4,0,20,0,0,2,1,2,1,0,2,0,25000,0,2.0
2036,43923,0,56,1,0,0,0,0,26,1,0,1,0,2,0,0,2,0,25000,0,2.0
2936,49385,1,54,0,1,0,1,0,9,2,0,3,0,4,2,0,0,0,100000,0,2.0
1224,5575,3,35,0,1,0,1,0,29,1,0,3,0,3,2,0,2,0,25000,0,3.0
2549,17674,2,58,0,0,0,3,0,4,0,0,2,0,0,0,0,2,0,100000,0,2.0
1946,32147,2,25,0,0,0,2,0,1,0,0,4,0,2,1,0,0,0,50000,0,2.0
739,12503,3,21,0,1,0,0,0,8,0,0,3,0,4,1,0,0,0,25000,0,2.0
40,25038,1,49,0,1,0,2,0,12,0,0,1,1,0,0,0,3,0,100000,0,3.0
868,40032,3,30,1,0,0,4,0,21,0,1,4,0,2,2,0,1,0,50000,0,1.0
2779,13647,0,64,1,1,0,0,0,8,1,1,3,0,0,2,0,1,0,25000,0,1.0
539,45313,3,40,0,0,0,0,0,19,2,0,4,1,2,0,0,0,0,100000,0,1.0
2745,30468,3,25,1,1,0,3,0,18,2,0,2,0,0,2,0,1,0,100000,0,1.0
3068,49976,2,50,0,1,0,1,0,15,2,0,2,0,4,2,0,2,0,100000,0,2.0
2723,4821,2,23,1,1,0,0,0,15,2,0,3,0,3,0,0,0,0,100000,0,2.0
1371,6642,1,76,0,1,0,0,0,27,2,0,3,1,0,1,0,0,0,50000,0,2.0
1145,13671,3,65,2,1,0,3,0,8,2,0,4,1,3,1,0,2,0,100000,0,2.0
1031,41821,2,42,2,1,0,3,0,17,1,1,2,1,3,1,0,3,0,100000,0,2.0
372,42578,2,59,0,1,0,0,0,19,2,1,2,1,3,1,0,3,0,25000,0,2.0
667,36944,3,33,2,1,0,2,0,2,1,0,1,0,3,0,0,1,0,25000,0,2.0
357,49876,1,23,2,1,0,4,0,4,0,0,4,1,1,1,0,2,0,50000,0,1.0
967,29171,3,72,0,1,0,0,0,3,1,0,3,0,1,1,0,0,0,50000,0,2.0
2831,41837,3,33,2,0,0,3,0,19,0,1,3,0,3,2,0,0,0,50000,0,3.0
2783,19597,0,37,0,0,0,0,0,3,2,0,3,1,4,0,0,3,0,25000,0,1.0
1353,25342,1,53,0,1,0,3,0,5,2,0,2,1,1,1,0,0,0,100000,0,3.0
1035,48731,1,49,0,1,0,2,0,9,2,0,3,0,2,0,0,2,0,50000,0,3.0
470,49648,1,55,0,1,0,0,0,24,0,1,2,0,2,0,0,2,0,100000,0,2.0
3172,20769,3,54,1,1,0,4,0,18,0,0,2,0,2,0,0,3,0,25000,0,2.0
1396,10707,3,68,1,1,0,2,0,10,0,0,2,1,0,2,0,2,0,50000,0,2.0
3209,9293,0,23,1,1,0,1,0,25,1,0,2,1,3,1,0,1,0,100000,0,2.0
1549,20708,0,42,0,0,0,4,0,26,2,0,4,0,2,1,0,3,0,25000,0,2.0
1256,18043,0,65,2,1,0,0,0,16,1,0,4,1,2,1,0,1,0,100000,0,3.0
2094,46425,3,28,1,1,0,1,0,14,1,0,2,1,4,1,0,1,0,100000,0,1.0
1555,5456,1,30,1,1,0,1,0,28,1,1,2,0,0,1,0,3,0,25000,0,1.0
3166,49132,2,59,1,0,0,1,0,17,0,0,1,1,2,2,0,3,0,100000,0,0.0
1250,32827,3,59,0,0,0,2,0,25,1,1,2,0,3,1,0,2,0,50000,0,3.0
1699,23020,3,49,0,1,0,3,0,17,0,1,2,0,1,1,0,3,0,100000,0,2.0
1252,27012,1,75,2,1,0,3,0,16,2,0,3,0,2,0,0,2,0,50000,0,1.0
3391,1358,2,39,1,1,0,1,0,6,1,1,1,0,0,2,0,1,0,25000,0,1.0
3411,31725,3,59,1,0,0,2,0,11,0,0,1,0,1,0,0,1,0,100000,0,1.0
79,30706,2,78,1,1,0,0,0,3,1,0,1,0,1,2,0,2,0,25000,0,3.0
1172,24051,0,42,1,1,0,2,0,22,0,0,4,0,1,0,0,0,0,50000,0,2.0
814,28098,1,34,1,1,0,1,0,13,0,0,2,0,2,1,0,1,0,50000,0,2.0
1852,2129,2,29,1,1,0,4,0,19,0,0,1,0,3,2,0,2,0,25000,0,2.0
2220,42243,3,24,1,1,0,2,0,21,2,1,1,1,3,2,0,1,0,100000,0,1.0
2719,48628,1,58,1,1,0,1,0,27,0,0,4,0,0,2,0,3,0,100000,0,0.0
3218,44828,0,38,2,1,0,1,0,5,0,0,3,1,4,0,0,0,0,50000,0,3.0
2105,21531,1,28,2,0,0,0,0,24,2,1,4,0,3,2,0,0,0,25000,0,2.0
133,11229,3,49,1,0,0,0,0,9,0,0,2,0,2,1,0,2,0,100000,0,0.0
1140,24987,3,34,2,0,0,3,0,22,2,0,2,0,0,2,0,0,0,100000,0,2.0
933,34671,1,72,2,0,0,3,0,29,2,0,3,0,3,2,0,1,0,25000,0,2.0
928,42068,3,79,0,1,0,2,0,16,1,1,2,1,4,2,0,3,0,50000,0,1.0
823,7651,2,63,1,1,0,1,0,13,0,1,1,0,3,0,0,0,0,100000,0,1.0
1531,12924,2,24,1,1,0,4,0,12,1,0,3,0,0,0,0,3,0,100000,0,0.0
1214,23246,3,32,0,1,0,0,0,10,2,1,2,0,0,1,0,1,0,25000,0,0.0
504,36335,1,59,0,0,0,3,0,15,0,0,3,0,3,0,0,3,0,25000,0,3.0
3634,19754,3,35,0,1,0,1,0,8,2,1,4,0,0,0,0,2,0,25000,0,1.0
2395,24995,2,42,1,0,0,4,0,19,1,1,1,0,1,2,0,3,0,100000,0,2.0
1996,12374,1,49,2,1,0,0,0,16,1,0,2,0,4,2,0,3,0,25000,0,1.0
2434,6015,3,25,1,1,0,0,0,16,0,0,3,0,3,2,0,3,0,25000,0,1.0
1958,39347,2,78,1,1,0,0,0,15,0,1,4,0,4,1,0,2,0,50000,0,2.0
1384,12913,1,21,2,1,0,0,0,7,0,0,1,0,4,0,0,3,0,50000,0,2.0
894,16663,0,62,2,1,0,4,0,5,2,1,3,1,0,1,0,1,0,100000,0,2.0
828,43141,0,25,2,1,0,0,0,21,0,0,3,1,2,0,0,1,0,25000,0,2.0
3577,25329,1,26,2,1,0,1,0,24,2,0,2,0,4,2,0,1,0,50000,0,1.0
2523,6691,0,70,2,0,0,3,0,1,0,0,2,1,0,1,0,0,0,25000,0,2.0
1683,27991,2,58,1,0,0,3,0,5,1,0,4,1,2,0,0,2,0,25000,0,2.0
3150,17321,3,33,0,1,0,2,0,28,1,0,3,0,3,1,0,2,0,100000,0,2.0
3130,3617,0,51,1,0,0,4,0,25,0,0,4,0,1,2,0,2,0,100000,0,2.0
3072,11275,1,48,0,1,0,0,0,24,2,0,4,0,3,2,0,0,0,50000,0,2.0
652,32732,0,51,0,0,0,2,0,25,0,1,3,0,0,2,0,1,0,25000,0,3.0
172,29624,0,69,1,1,0,4,0,17,1,0,2,1,0,2,0,0,0,25000,0,2.0
38,31318,3,71,0,0,0,4,0,14,1,0,3,0,0,2,0,1,0,25000,0,2.0
3508,17119,3,76,0,1,0,1,0,26,1,0,3,0,2,2,0,2,0,25000,0,1.0
713,16905,1,66,2,1,0,4,0,1,1,1,4,0,3,1,0,3,0,100000,0,1.0
90,32116,2,46,0,1,0,2,0,11,0,0,4,0,1,0,0,0,0,25000,0,2.0
3620,49021,3,18,0,1,0,4,0,20,2,0,3,1,4,1,0,2,0,50000,0,2.0
1205,21947,3,57,2,1,0,2,0,15,0,0,2,0,0,2,0,2,0,50000,0,1.0
2923,38021,1,18,0,1,0,2,0,13,0,0,4,0,1,2,0,0,0,25000,0,2.0
3023,28758,0,76,1,0,0,3,0,29,2,1,4,1,4,2,0,0,0,25000,0,3.0
3162,37775,2,38,1,1,0,4,0,20,2,1,1,0,1,2,0,1,0,100000,0,1.0
1827,3390,2,23,0,1,0,3,0,1,2,0,4,1,1,2,0,2,0,25000,0,1.0
1155,21753,1,74,1,0,0,0,0,8,1,1,4,0,1,2,0,0,0,25000,0,1.0
1324,5152,3,38,1,0,0,3,0,22,0,0,4,1,3,0,0,0,0,50000,0,3.0
216,8835,3,57,1,0,0,3,0,22,2,0,3,0,3,2,0,0,0,100000,0,3.0
510,22292,1,64,0,1,0,2,0,18,0,1,2,0,1,0,0,0,0,100000,0,1.0
1680,14796,1,70,1,1,0,0,0,5,0,0,2,0,4,0,0,0,0,25000,0,1.0
499,27157,0,65,2,1,0,1,0,12,2,0,3,1,4,1,0,1,0,50000,0,0.0
3402,5424,2,69,2,0,0,3,0,18,1,0,2,0,2,1,0,2,0,50000,0,2.0
1856,7039,2,33,0,1,0,3,0,11,2,0,2,0,4,0,0,2,0,50000,0,1.0
1388,19725,0,56,1,0,0,4,0,6,0,1,1,1,1,0,0,2,0,100000,0,3.0
1519,5951,0,33,1,1,0,2,0,13,1,0,1,0,0,0,0,0,0,100000,0,2.0
2386,25988,3,37,1,0,0,4,0,12,0,1,2,0,4,2,0,3,0,25000,0,1.0
3334,10252,2,52,1,1,0,3,0,13,2,0,1,0,4,1,0,1,0,25000,0,2.0
2076,7089,2,42,1,1,0,1,0,29,1,0,3,1,2,0,0,3,0,100000,0,3.0
1540,6222,3,60,2,1,0,0,0,18,2,1,3,0,4,1,0,2,0,50000,0,1.0
1217,9531,1,25,0,1,0,0,0,4,2,0,2,1,3,1,0,3,0,50000,0,1.0
2681,28261,1,20,2,1,0,0,0,10,0,0,4,0,1,1,0,0,0,50000,0,1.0
3512,47758,3,41,2,1,0,2,0,26,0,0,2,0,3,1,0,0,0,100000,0,2.0
1416,14527,2,64,1,1,0,2,0,28,0,0,3,1,4,2,0,0,0,100000,0,0.0
2217,24362,3,77,2,1,0,0,0,25,0,0,1,1,4,2,0,2,0,50000,0,2.0
3079,1345,1,57,1,0,0,0,0,4,2,0,2,0,2,1,0,3,0,50000,0,1.0
